Transaction_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Customer_Type,Division,District,Transaction_Date,Year,Month,Month_Name,Quarter,Week_Number,Day_of_Week,Season,Business_Category,Business_Sub_Category,Business_Type,Employee_Count,Annual_Revenue_BDT,Product_Name,Quantity,Unit_Price_BDT,Gross_Amount_BDT,Discount_Percent,Discount_Amount_BDT,Net_Amount_BDT,Profit_Margin_Percent,Profit_Amount_BDT,Payment_Method,Order_Channel,Delivery_Days,Delivery_Status,Is_Returned,Return_Reason,Purchase_Frequency_Monthly,Days_Since_Last_Purchase,Customer_Lifetime_Value_BDT,Marketing_Channel,Campaign_Type,Stock_Level,Customer_Satisfaction_Score
TXN-BD-024066,CUST-BD-00710,Naim Rahman,55,Male,Low-Engagement,Loyal,Khulna,Satkhira,2022-11-14,2022,11,November,Q4,46,Monday,Year-End & Winter Sale,Banking & Finance,Insurance,SME,9,48404729.69,Mobile Banking,3,31129.49,93388.47,17.12,15988.11,77400.36,36.36,28142.77,Cash,Mobile App,7,On-Time,No,,21,286,9872.16,Word of Mouth,Flash Sale,Medium,3.7
TXN-BD-024067,CUST-BD-03311,Rahela Molla,20,Female,Moderate-Spender,Reactivated,Rangpur,Lalmonirhat,2022-08-15,2022,8,August,Q3,33,Monday,Eid-ul-Adha Season,E-Commerce,Online Marketplace,Large Enterprise,4425,10426168448.2,Books,1,11407.89,11407.89,5.68,647.97,10759.92,15.16,1631.2,Visa Card,In-Store,0,In-Store Pickup,No,,19,141,77622.73,Referral,Referral Bonus,High,4.4
TXN-BD-024068,CUST-BD-03977,Farhan Akter,41,Male,Moderate-Spender,Regular,Dhaka,Narayanganj,2022-10-05,2022,10,October,Q4,40,Wednesday,Regular Season,Telecom,Recharge Shop,SME,43,81144195.74,Router,1,136.07,136.07,16.64,22.64,113.43,39.36,44.65,Nagad,In-Store,0,In-Store Pickup,No,,14,122,63317.28,Social Media,Loyalty Reward,High,2.6
TXN-BD-024069,CUST-BD-01571,Mou Biswas,44,Female,Moderate-Spender,Loyal,Rangpur,Lalmonirhat,2022-02-13,2022,2,February,Q1,6,Sunday,Winter Season,Retail,General Store,SME,44,108992581.4,Snacks,5,79.19,395.95,8.12,32.15,363.8,9.48,34.49,Rocket,Phone Order,14,Returned,Yes,Product Defective,2,208,46327.67,SMS Marketing,,Low,2.3
TXN-BD-024070,CUST-BD-00979,Popy Khan,18,Female,Low-Engagement,Regular,Dhaka,Munshiganj,2021-05-03,2021,5,May,Q2,18,Monday,Regular Season,Real Estate,Land Broker,MNC,17758,302549792545.12,Parking Space,1,153049.89,153049.89,15.59,23860.48,129189.41,20.69,26729.29,Cash,In-Store,0,In-Store Pickup,No,,17,80,16116.63,SMS Marketing,Flash Sale,High,3.1
TXN-BD-024071,CUST-BD-03259,Tasnim Hawlader,49,Female,Low-Engagement,Regular,Mymensingh,Sherpur,2023-11-22,2023,11,November,Q4,47,Wednesday,Year-End & Winter Sale,Healthcare,Clinic,SME,19,22619198.72,Antacid,1,47486.53,47486.53,8.9,4226.3,43260.23,33.84,14639.26,Cash,Mobile App,11,On-Time,No,,12,26,6034.36,Referral,Referral Bonus,Low,4.7
TXN-BD-024072,CUST-BD-03480,Rahim Chowdhury,51,Male,Moderate-Spender,Regular,Rajshahi,Natore,2022-09-18,2022,9,September,Q3,37,Sunday,Post-Eid Regular,Food & Beverage,Restaurant,Startup,4,2449714.28,Sweets,1,1877.78,1877.78,13.0,244.11,1633.67,17.33,283.12,bKash,Phone Order,10,Delayed,No,,11,340,38017.19,Social Media,Pohela Boishakh Sale,Out-of-Stock,3.7
TXN-BD-024073,CUST-BD-01106,Mahabub Bhuiyan,22,Male,Low-Engagement,Loyal,Barisal,Patuakhali,2024-05-23,2024,5,May,Q2,21,Thursday,Regular Season,Retail,Supermarket,Startup,18,8563070.16,Lentils (kg),2,420.1,840.2,17.06,143.34,696.86,5.78,40.28,MasterCard,Mobile App,1,Delayed,No,,17,348,19890.22,SMS Marketing,Year-End Clearance,Out-of-Stock,2.6
TXN-BD-024074,CUST-BD-04304,Mithila Mondal,43,Female,Low-Engagement,New,Rajshahi,Bogura,2024-07-11,2024,7,July,Q3,28,Thursday,Rainy Season,Transportation,Courier Service,Large Enterprise,1000,2231806158.95,Delivery Charge,2,3286.49,6572.98,7.22,474.57,6098.41,14.77,900.74,DBBL Nexus,Mobile App,10,Returned,Yes,Size Issue,13,342,14407.15,Social Media,Seasonal Discount,Medium,1.5
TXN-BD-024075,CUST-BD-04375,Sabbir Chowdhury,46,Male,Moderate-Spender,Regular,Sylhet,Sunamganj,2022-07-01,2022,7,July,Q3,26,Friday,Rainy Season,Electronics,Mobile Shop,SME,46,77040091.35,Smartphone,1,97078.73,97078.73,7.7,7475.06,89603.67,10.84,9713.04,bKash,Online Website,3,On-Time,No,,21,316,61573.44,Social Media,Ramadan Special,Low,4.5
TXN-BD-024076,CUST-BD-01172,Anika Saha,38,Female,Moderate-Spender,Regular,Sylhet,Sylhet,2024-12-30,2024,12,December,Q4,1,Monday,Year-End & Winter Sale,Fashion & Apparel,Accessories,SME,40,32552813.38,Handbag,1,12525.39,12525.39,20.98,2627.83,9897.56,43.51,4306.43,bKash,In-Store,0,In-Store Pickup,Yes,Quality Not As Expected,11,50,67159.12,SMS Marketing,Ramadan Special,Out-of-Stock,1.4
TXN-BD-024077,CUST-BD-04521,Sabbir Mondal,29,Male,Low-Engagement,Loyal,Rangpur,Kurigram,2024-10-21,2024,10,October,Q4,43,Monday,Regular Season,Education,Coaching Center,SME,5,5771931.08,Monthly Tuition,4,37886.45,151545.8,9.49,14381.7,137164.1,20.97,28763.31,DBBL Nexus,Online Website,13,Delayed,No,,3,187,14058.05,SMS Marketing,,High,3.3
TXN-BD-024078,CUST-BD-03024,Shayla Islam,48,Female,Moderate-Spender,Regular,Barisal,Patuakhali,2023-05-14,2023,5,May,Q2,19,Sunday,Regular Season,IT Services,Freelancing Agency,Large Enterprise,3590,10571373007.28,Data Entry,8,126163.88,1009311.04,13.14,132623.47,876687.57,38.84,340505.45,MasterCard,Facebook/Social Media,12,On-Time,No,,4,44,74354.49,Referral,,Medium,4.5
TXN-BD-024079,CUST-BD-02919,Bristy Chowdhury,36,Female,VIP-Platinum,New,Rajshahi,Bogura,2021-05-29,2021,5,May,Q2,21,Saturday,Regular Season,Garments & RMG,Accessories Supplier,SME,24,42697516.62,Jeans (Export),1,799.79,799.79,21.38,171.0,628.79,19.5,122.61,MasterCard,Phone Order,1,On-Time,No,,11,175,637862.56,Email,Eid Festival Sale,High,3.5
TXN-BD-024080,CUST-BD-02392,Rakib Ghosh,23,Male,High-Value,Loyal,Dhaka,Gazipur,2024-03-25,2024,3,March,Q1,13,Monday,Pohela Boishakh Period,Fashion & Apparel,Readymade Clothing,Startup,8,4526763.28,Handbag,1,7592.04,7592.04,17.22,1307.35,6284.69,46.7,2934.95,bKash,Online Website,6,On-Time,No,,7,146,123392.82,Social Media,,High,5.0
TXN-BD-024081,CUST-BD-00887,Sabrina Hossain,42,Female,High-Value,Regular,Mymensingh,Jamalpur,2022-02-19,2022,2,February,Q1,7,Saturday,Winter Season,Transportation,Ride Sharing,Startup,18,25947167.76,Subscription Plan,3,2427.01,7281.03,17.25,1255.98,6025.05,18.69,1126.08,MasterCard,Mobile App,2,On-Time,No,,14,169,371430.65,Social Media,,High,4.1
TXN-BD-024082,CUST-BD-03159,Toma Sarkar,50,Female,High-Value,Regular,Mymensingh,Sherpur,2022-08-24,2022,8,August,Q3,34,Wednesday,Eid-ul-Adha Season,Retail,Convenience Store,SME,41,71243471.32,Cooking Oil (L),4,4620.47,18481.88,9.63,1779.81,16702.07,13.85,2313.24,Cheque,In-Store,0,In-Store Pickup,No,,12,345,50440.47,Word of Mouth,Eid Festival Sale,Medium,3.7
TXN-BD-024083,CUST-BD-00933,Sabbir Biswas,18,Male,Moderate-Spender,Loyal,Rajshahi,Sirajganj,2023-06-26,2023,6,June,Q2,26,Monday,Rainy Season,Real Estate,Land Broker,SME,12,51227843.4,Apartment (sq ft),1,998409.44,998409.44,14.95,149262.21,849147.23,19.8,168131.15,Upay,Online Website,0,Delayed,No,,4,88,45603.49,SMS Marketing,Eid Festival Sale,Low,3.4
TXN-BD-024084,CUST-BD-04486,Rahim Islam,18,Male,High-Value,Loyal,Barisal,Bhola,2024-01-29,2024,1,January,Q1,5,Monday,Winter Season,Healthcare,Diagnostic Center,SME,5,5304548.6,Paracetamol,3,9765.14,29295.42,7.87,2305.55,26989.87,17.01,4590.98,Bank Transfer,In-Store,0,In-Store Pickup,No,,18,347,67121.35,Email,Eid Festival Sale,High,3.6
TXN-BD-024085,CUST-BD-03174,Mamun Hawlader,44,Male,High-Value,Regular,Barisal,Barisal,2023-03-06,2023,3,March,Q1,10,Monday,Pohela Boishakh Period,E-Commerce,Online Marketplace,Social Enterprise,46,120343231.82,Beauty Products,6,29453.79,176722.74,12.33,21789.91,154932.83,11.4,17662.34,Cash,Mobile App,3,On-Time,No,,19,254,394136.52,SMS Marketing,,Low,4.9
TXN-BD-024086,CUST-BD-04304,Mithila Mondal,43,Female,Low-Engagement,New,Rajshahi,Bogura,2021-01-18,2021,1,January,Q1,3,Monday,Winter Season,Retail,Departmental Store,Large Enterprise,4869,11370397069.58,Cooking Oil (L),1,2157.96,2157.96,0.62,13.38,2144.58,9.27,198.8,Nagad,Mobile App,6,On-Time,Yes,Wrong Item Delivered,13,264,14407.15,SMS Marketing,,Medium,2.1
TXN-BD-024087,CUST-BD-02823,Munni Mia,34,Female,Low-Engagement,Loyal,Rangpur,Dinajpur,2024-11-20,2024,11,November,Q4,47,Wednesday,Year-End & Winter Sale,Retail,Convenience Store,MNC,3926,21463490929.9,Lentils (kg),1,382.18,382.18,2.79,10.66,371.52,8.9,33.07,Nagad,In-Store,0,In-Store Pickup,No,,1,328,17788.29,Newspaper,Seasonal Discount,Medium,3.3
TXN-BD-024088,CUST-BD-03644,Sumaiya Hawlader,34,Female,High-Value,Regular,Dhaka,Munshiganj,2022-10-26,2022,10,October,Q4,43,Wednesday,Regular Season,Transportation,Courier Service,Large Enterprise,1803,5651669440.91,Delivery Charge,2,5485.54,10971.08,21.51,2359.88,8611.2,20.27,1745.49,Cash,Phone Order,0,On-Time,No,,5,54,134279.17,Social Media,Eid Festival Sale,High,4.0
TXN-BD-024089,CUST-BD-02334,Jannatul Chowdhury,30,Female,Moderate-Spender,Regular,Rajshahi,Natore,2023-06-15,2023,6,June,Q2,24,Thursday,Rainy Season,Food & Beverage,Tea Stall,SME,43,64511791.14,Fried Chicken,5,564.87,2824.35,22.86,645.65,2178.7,19.04,414.82,bKash,Facebook/Social Media,4,Delayed,No,,9,11,26972.06,SMS Marketing,Eid Festival Sale,Medium,3.3
TXN-BD-024090,CUST-BD-02510,Sumaiya Banik,19,Female,Moderate-Spender,Loyal,Sylhet,Moulvibazar,2024-02-21,2024,2,February,Q1,8,Wednesday,Winter Season,Electronics,Electronics Accessories,Large Enterprise,2947,12371968087.4,Smart TV,1,74971.92,74971.92,7.21,5405.48,69566.44,6.54,4549.65,Cash,In-Store,0,In-Store Pickup,No,,13,31,35238.21,Referral,Loyalty Reward,Out-of-Stock,3.4
TXN-BD-024091,CUST-BD-02131,Milon Das,40,Male,Moderate-Spender,Loyal,Rangpur,Dinajpur,2022-04-23,2022,4,April,Q2,16,Saturday,Eid-ul-Fitr Season,Agriculture,Fertilizer Dealer,Startup,11,7367989.52,Irrigation Pump,9,33380.3,300422.7,2.49,7480.53,292942.17,13.83,40513.9,bKash,Agent/Reseller,14,On-Time,No,,23,165,39487.42,TV Advertisement,Year-End Clearance,High,4.9
TXN-BD-024092,CUST-BD-04467,Nasreen Chowdhury,45,Female,High-Value,Churned-Risk,Chittagong,Comilla,2023-02-09,2023,2,February,Q1,6,Thursday,Winter Season,Transportation,Freight,SME,30,44594498.21,Subscription Plan,4,6306.9,25227.6,11.17,2817.92,22409.68,10.13,2270.1,Visa Card,In-Store,0,In-Store Pickup,No,,5,365,88149.79,Social Media,Seasonal Discount,Medium,3.5
TXN-BD-024093,CUST-BD-04523,Lamiya Das,40,Female,High-Value,Regular,Rangpur,Kurigram,2023-05-29,2023,5,May,Q2,22,Monday,Regular Season,Retail,Grocery,MNC,6296,31353078210.31,Baby Products,3,988.89,2966.67,8.94,265.22,2701.45,11.23,303.37,Cash,Agent/Reseller,14,On-Time,No,,18,239,86427.88,Word of Mouth,Seasonal Discount,High,3.6
TXN-BD-024094,CUST-BD-01913,Muntasir Banik,42,Male,High-Value,Regular,Chittagong,Feni,2023-01-19,2023,1,January,Q1,3,Thursday,Winter Season,Agriculture,Fish Farm,SME,46,53775936.96,Irrigation Pump,1,14937.73,14937.73,11.93,1782.07,13155.66,17.65,2321.97,Visa Card,In-Store,0,In-Store Pickup,No,,12,282,402642.36,SMS Marketing,New Customer Offer,Medium,2.8
TXN-BD-024095,CUST-BD-00461,Shahid Ahmed,58,Male,High-Value,Regular,Khulna,Chuadanga,2024-10-30,2024,10,October,Q4,44,Wednesday,Regular Season,Electronics,Computer Store,Large Enterprise,1904,6622389197.17,Smart TV,1,59821.94,59821.94,11.25,6729.97,53091.97,11.5,6105.58,bKash,Mobile App,4,On-Time,No,,2,283,284893.29,Newspaper,,Medium,3.6
TXN-BD-024096,CUST-BD-02645,Farhan Saha,21,Male,Moderate-Spender,New,Rajshahi,Rajshahi,2022-10-05,2022,10,October,Q4,40,Wednesday,Regular Season,Transportation,Courier Service,Startup,29,36923286.59,Ride Fare,4,4970.55,19882.2,19.21,3819.37,16062.83,29.83,4791.54,Cash,In-Store,0,In-Store Pickup,No,,19,155,46219.73,Social Media,Seasonal Discount,Low,2.7
TXN-BD-024097,CUST-BD-00145,Liton Sheikh,38,Male,Moderate-Spender,Regular,Barisal,Barisal,2023-10-14,2023,10,October,Q4,41,Saturday,Regular Season,Healthcare,Medical Supplies,Startup,2,1535511.99,Antibiotics,1,28245.51,28245.51,18.86,5327.1,22918.41,17.51,4013.01,bKash,Mobile App,13,On-Time,No,,14,157,38756.6,Referral,Ramadan Special,Low,3.8
TXN-BD-024098,CUST-BD-04435,Sabbir Akter,28,Male,Moderate-Spender,Regular,Barisal,Patuakhali,2022-05-11,2022,5,May,Q2,19,Wednesday,Regular Season,Agriculture,Agro Processing,Startup,26,13084398.56,Vegetable Seeds,1,27190.4,27190.4,2.98,810.27,26380.13,14.49,3822.48,bKash,In-Store,0,In-Store Pickup,No,,15,324,31373.36,Newspaper,Referral Bonus,Medium,3.7
TXN-BD-024099,CUST-BD-04234,Mou Begum,41,Female,High-Value,Loyal,Chittagong,Chittagong,2024-02-22,2024,2,February,Q1,8,Thursday,Winter Season,IT Services,Software Company,SME,25,37862024.46,Web Development,7,65028.9,455202.3,5.17,23533.96,431668.34,59.17,255418.16,Nagad,Phone Order,1,On-Time,No,,2,178,468091.07,Word of Mouth,,High,4.3
TXN-BD-024100,CUST-BD-02018,Karim Rahman,18,Male,High-Value,Loyal,Barisal,Patuakhali,2022-06-19,2022,6,June,Q2,24,Sunday,Rainy Season,IT Services,Web Development,Large Enterprise,4619,14352261441.9,Data Entry,6,155832.02,934992.12,17.35,162221.13,772770.99,30.45,235308.77,bKash,In-Store,0,In-Store Pickup,No,,12,133,171110.2,Referral,Year-End Clearance,High,2.8
TXN-BD-024101,CUST-BD-03655,Rupa Mia,36,Female,Moderate-Spender,Regular,Mymensingh,Netrokona,2024-08-25,2024,8,August,Q3,34,Sunday,Eid-ul-Adha Season,Electronics,Home Appliances,MNC,14862,71069012727.89,Refrigerator,1,17450.52,17450.52,18.85,3289.42,14161.1,19.77,2799.65,Upay,In-Store,0,In-Store Pickup,No,,21,160,74605.24,Social Media,Eid Festival Sale,Low,3.9
TXN-BD-024102,CUST-BD-02869,Nadia Rahman,41,Female,High-Value,Regular,Rajshahi,Rajshahi,2024-04-16,2024,4,April,Q2,16,Tuesday,Eid-ul-Fitr Season,Education,University,SME,12,11250202.94,Course Material,4,30660.02,122640.08,26.57,32585.47,90054.61,29.79,26827.27,Cash,In-Store,0,In-Store Pickup,No,,10,154,487336.36,Word of Mouth,Pohela Boishakh Sale,Out-of-Stock,4.5
TXN-BD-024103,CUST-BD-00331,Noman Begum,34,Male,Low-Engagement,New,Mymensingh,Mymensingh,2023-11-29,2023,11,November,Q4,48,Wednesday,Year-End & Winter Sale,Real Estate,Housing Developer,MNC,6022,66812204649.89,Land Plot,1,3117080.35,3117080.35,11.02,343502.25,2773578.1,18.45,511725.16,Visa Card,Online Website,3,On-Time,No,,23,29,19844.93,Social Media,Eid Festival Sale,Medium,4.8
TXN-BD-024104,CUST-BD-04359,Puja Nath,42,Female,Low-Engagement,Loyal,Chittagong,Cox's Bazar,2023-09-09,2023,9,September,Q3,36,Saturday,Post-Eid Regular,Telecom,Recharge Shop,SME,14,42183913.4,SIM Card,1,1292.06,1292.06,18.31,236.58,1055.48,25.83,272.63,Nagad,Online Website,2,On-Time,No,,8,142,19741.54,Email,Ramadan Special,High,5.0
TXN-BD-024105,CUST-BD-01191,Tanvir Rahman,36,Male,High-Value,Loyal,Rangpur,Kurigram,2021-01-02,2021,1,January,Q1,53,Saturday,Winter Season,Fashion & Apparel,Readymade Clothing,Startup,13,8396172.09,Formal Shirt,2,9538.37,19076.74,20.03,3821.07,15255.67,27.36,4173.95,Cash,In-Store,0,In-Store Pickup,No,,11,165,139761.95,Referral,Eid Festival Sale,High,2.5
TXN-BD-024106,CUST-BD-04675,Fatema Hossain,44,Female,Moderate-Spender,Loyal,Chittagong,Comilla,2024-04-02,2024,4,April,Q2,14,Tuesday,Eid-ul-Fitr Season,Telecom,Recharge Shop,SME,30,67302935.06,Mobile Recharge,4,5253.74,21014.96,15.98,3358.19,17656.77,48.74,8605.91,Cash,Phone Order,2,On-Time,No,,2,286,62481.41,Email,Seasonal Discount,High,4.1
TXN-BD-024107,CUST-BD-02620,Shamima Dey,52,Female,Low-Engagement,Regular,Rajshahi,Natore,2021-02-14,2021,2,February,Q1,6,Sunday,Winter Season,Agriculture,Fertilizer Dealer,Startup,23,11160113.06,Pesticide,1,4367.58,4367.58,7.61,332.37,4035.21,15.81,637.97,bKash,Online Website,5,Delayed,No,,2,278,1101.26,SMS Marketing,New Customer Offer,Medium,2.9
TXN-BD-024108,CUST-BD-00807,Sabrina Hawlader,37,Female,High-Value,Loyal,Chittagong,Chittagong,2022-11-19,2022,11,November,Q4,46,Saturday,Year-End & Winter Sale,Telecom,Recharge Shop,Startup,18,22104266.7,Data Package,1,885.07,885.07,12.57,111.25,773.82,40.57,313.94,Cash,Mobile App,8,Delayed,Yes,Better Price Found,16,235,347486.27,SMS Marketing,Eid Festival Sale,High,2.4
TXN-BD-024109,CUST-BD-00704,Munni Banik,18,Female,Low-Engagement,Regular,Barisal,Barisal,2022-06-25,2022,6,June,Q2,25,Saturday,Rainy Season,E-Commerce,Online Marketplace,Startup,26,24845337.16,Sports Equipment,1,26816.98,26816.98,7.62,2043.45,24773.53,14.5,3592.16,Rocket,In-Store,0,In-Store Pickup,No,,12,41,2849.92,Social Media,Seasonal Discount,High,2.8
TXN-BD-024110,CUST-BD-03960,Tania Begum,37,Female,VIP-Platinum,New,Rajshahi,Pabna,2023-04-29,2023,4,April,Q2,17,Saturday,Eid-ul-Fitr Season,Fashion & Apparel,Garments,SME,12,18950797.59,Panjabi,20,14507.67,290153.4,15.19,44074.3,246079.1,30.74,75644.72,Cash,Agent/Reseller,12,Delayed,No,,11,96,1376177.3,Social Media,Ramadan Special,Low,3.6
TXN-BD-024111,CUST-BD-00787,Kamrul Paul,45,Male,Moderate-Spender,Regular,Rajshahi,Natore,2021-11-21,2021,11,November,Q4,46,Sunday,Year-End & Winter Sale,Electronics,Computer Store,SME,38,35135054.44,Washing Machine,1,26025.92,26025.92,18.47,4806.99,21218.93,13.04,2766.95,bKash,In-Store,0,In-Store Pickup,No,,18,56,52939.99,Social Media,Eid Festival Sale,Medium,4.2
TXN-BD-024112,CUST-BD-02716,Shamima Hossain,18,Female,Moderate-Spender,Loyal,Sylhet,Moulvibazar,2024-01-07,2024,1,January,Q1,1,Sunday,Winter Season,Education,E-Learning,SME,28,25081950.13,Monthly Tuition,1,39741.1,39741.1,12.27,4876.23,34864.87,40.91,14263.22,Nagad,Facebook/Social Media,4,Returned,Yes,Product Defective,6,83,42097.05,Email,,High,1.2
TXN-BD-024113,CUST-BD-03933,Puja Paul,45,Female,Moderate-Spender,Regular,Rangpur,Dinajpur,2022-09-27,2022,9,September,Q3,39,Tuesday,Post-Eid Regular,Electronics,Electronics Accessories,Startup,30,20185126.82,Charger,1,130287.97,130287.97,11.67,15204.61,115083.36,19.13,22015.45,MasterCard,In-Store,0,In-Store Pickup,No,,16,195,57549.79,SMS Marketing,,Medium,3.2
TXN-BD-024114,CUST-BD-00124,Tania Bhuiyan,18,Female,High-Value,New,Barisal,Bhola,2024-08-13,2024,8,August,Q3,33,Tuesday,Eid-ul-Adha Season,Education,University,SME,31,24300936.67,Admission Fee,2,35989.15,71978.3,12.74,9170.04,62808.26,42.77,26863.09,bKash,Online Website,6,On-Time,Yes,Better Price Found,16,102,423712.68,TV Advertisement,,Out-of-Stock,1.2
TXN-BD-024115,CUST-BD-01010,Farhan Saha,28,Male,High-Value,New,Sylhet,Habiganj,2021-01-14,2021,1,January,Q1,2,Thursday,Winter Season,E-Commerce,B2C Platform,Startup,9,8780195.74,Books,3,5877.07,17631.21,14.46,2549.47,15081.74,24.2,3649.78,Cash,In-Store,0,In-Store Pickup,No,,15,348,351633.01,Social Media,Eid Festival Sale,Out-of-Stock,4.1
TXN-BD-024116,CUST-BD-03084,Kaniz Sheikh,21,Female,Low-Engagement,Regular,Dhaka,Dhaka,2021-10-09,2021,10,October,Q4,40,Saturday,Regular Season,Garments & RMG,Export Garments,Startup,12,4289176.73,Polo Shirt,5,10484.24,52421.2,3.65,1913.37,50507.83,13.65,6894.32,Cash,In-Store,0,In-Store Pickup,No,,22,208,14094.92,Newspaper,Seasonal Discount,Low,4.5
TXN-BD-024117,CUST-BD-02103,Tania Sarkar,24,Female,Low-Engagement,Regular,Chittagong,Noakhali,2024-02-22,2024,2,February,Q1,8,Thursday,Winter Season,Retail,Departmental Store,SME,23,65262260.04,Snacks,1,1263.24,1263.24,10.71,135.29,1127.95,4.51,50.87,Nagad,In-Store,0,In-Store Pickup,No,,18,156,18633.44,SMS Marketing,Flash Sale,Medium,3.1
TXN-BD-024118,CUST-BD-04609,Milon Sheikh,43,Male,High-Value,Loyal,Dhaka,Manikganj,2023-06-19,2023,6,June,Q2,25,Monday,Rainy Season,Telecom,ISP,Social Enterprise,77,281918530.38,Data Package,11,1615.67,17772.37,7.92,1407.57,16364.8,35.64,5832.41,Cash,In-Store,0,In-Store Pickup,No,,19,170,133443.41,Social Media,Ramadan Special,Low,4.4
TXN-BD-024119,CUST-BD-01391,Sumaiya Biswas,40,Female,Low-Engagement,Regular,Chittagong,Chittagong,2021-06-28,2021,6,June,Q2,26,Monday,Rainy Season,Real Estate,Land Broker,SME,49,153654888.86,Commercial Space,1,2392502.6,2392502.6,1.28,30624.03,2361878.57,23.4,552679.59,Upay,Online Website,8,On-Time,No,,5,196,9088.34,Email,,Medium,4.6
TXN-BD-024120,CUST-BD-01686,Belal Begum,49,Male,Moderate-Spender,Regular,Khulna,Khulna,2023-10-21,2023,10,October,Q4,42,Saturday,Regular Season,Agriculture,Seed Company,MNC,17235,71089001986.93,Vegetable Seeds,1,26594.56,26594.56,18.78,4994.46,21600.1,11.04,2384.65,Rocket,Online Website,5,On-Time,Yes,Product Defective,9,290,41463.94,Social Media,Seasonal Discount,Medium,2.1
TXN-BD-024121,CUST-BD-03151,Nadia Dey,45,Female,Moderate-Spender,Regular,Chittagong,Chittagong,2023-08-23,2023,8,August,Q3,34,Wednesday,Eid-ul-Adha Season,Electronics,Electronics Accessories,Large Enterprise,335,1210945618.11,Power Bank,1,32366.55,32366.55,8.63,2793.23,29573.32,6.85,2025.77,Cash,Mobile App,7,On-Time,No,,1,2,60283.49,Email,Referral Bonus,Medium,3.8
TXN-BD-024122,CUST-BD-00234,Laboni Majumder,27,Female,Moderate-Spender,Regular,Rangpur,Kurigram,2022-02-20,2022,2,February,Q1,7,Sunday,Winter Season,Education,Vocational Training,Large Enterprise,1686,1309367921.23,Admission Fee,2,17784.88,35569.76,19.46,6921.88,28647.88,27.54,7889.63,bKash,Online Website,9,On-Time,No,,5,9,67286.42,Word of Mouth,New Customer Offer,High,3.9
TXN-BD-024123,CUST-BD-00245,Imran Mia,20,Male,High-Value,New,Barisal,Patuakhali,2022-08-19,2022,8,August,Q3,33,Friday,Eid-ul-Adha Season,IT Services,Web Development,SME,38,130098591.55,Graphic Design,8,191228.83,1529830.64,15.11,231157.41,1298673.23,48.35,627908.51,MasterCard,Online Website,9,On-Time,No,,15,323,53073.55,TV Advertisement,,Medium,4.1
TXN-BD-024124,CUST-BD-01604,Anika Hossain,25,Female,Moderate-Spender,Churned-Risk,Sylhet,Moulvibazar,2023-02-26,2023,2,February,Q1,8,Sunday,Winter Season,Electronics,Computer Store,Startup,20,21138020.43,Refrigerator,1,136801.82,136801.82,24.33,33283.88,103517.94,18.31,18954.13,Cash,Facebook/Social Media,6,On-Time,No,,20,76,67005.3,Word of Mouth,Eid Festival Sale,High,4.4
TXN-BD-024125,CUST-BD-03558,Shahid Ahmed,36,Male,Moderate-Spender,Regular,Barisal,Patuakhali,2024-02-15,2024,2,February,Q1,7,Thursday,Winter Season,E-Commerce,Social Commerce,Startup,23,28081256.87,Toys,2,17403.85,34807.7,5.03,1750.83,33056.87,12.44,4112.27,Nagad,Agent/Reseller,8,On-Time,No,,24,17,60353.86,Email,Loyalty Reward,Low,4.9
TXN-BD-024126,CUST-BD-01367,Shahid Chowdhury,34,Male,High-Value,New,Rajshahi,Bogura,2023-06-18,2023,6,June,Q2,24,Sunday,Rainy Season,E-Commerce,Social Commerce,SME,14,29533239.35,Fashion Items,1,47818.34,47818.34,7.87,3763.3,44055.04,18.59,8189.83,Cash,In-Store,0,In-Store Pickup,No,,20,113,67465.73,SMS Marketing,Flash Sale,Medium,3.2
TXN-BD-024127,CUST-BD-03354,Rafi Ahmed,35,Male,Moderate-Spender,Regular,Rangpur,Lalmonirhat,2021-05-20,2021,5,May,Q2,20,Thursday,Regular Season,Fashion & Apparel,Footwear,SME,28,54110686.31,Saree,1,3370.77,3370.77,6.85,230.9,3139.87,38.83,1219.21,Visa Card,Facebook/Social Media,8,On-Time,No,,11,346,42952.54,Influencer,,Low,3.7
TXN-BD-024128,CUST-BD-03593,Sadia Banik,62,Female,High-Value,Loyal,Rangpur,Dinajpur,2021-05-30,2021,5,May,Q2,21,Sunday,Regular Season,Food & Beverage,Fast Food,Large Enterprise,793,2407378962.41,Sweets,2,843.07,1686.14,7.63,128.65,1557.49,17.55,273.34,Nexus Card,WhatsApp Order,4,Returned,Yes,Quality Not As Expected,15,143,482585.33,Word of Mouth,Ramadan Special,Out-of-Stock,2.8
TXN-BD-024129,CUST-BD-04779,Rahim Islam,21,Male,Moderate-Spender,Loyal,Rangpur,Kurigram,2024-01-09,2024,1,January,Q1,2,Tuesday,Winter Season,IT Services,Web Development,Startup,11,5237480.05,Social Media Management,3,354850.01,1064550.03,16.4,174586.2,889963.83,43.66,388558.21,MasterCard,Mobile App,4,On-Time,No,,21,38,25239.85,Social Media,Flash Sale,High,3.6
